id_libro|titulo|autor|año_publicacion|numero_paginas|editorial|sinopsis|portada|isbn|id_coleccion|num_coleccion|activo
80|Diario de Greg|Jeff Kinney|2007|217|Molino|Ser casi adolescente puede ser un fastidio. Nadie lo sabe mejor que Greg Heffley, inmerso en el duro ambiente del instituto, donde los chicos bajitos que aún no han pegado el estirón tienen que compartir los pasillos con grandullones que ya se afeitan dos veces al día.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/80.jpg|9788498672220|||true
81|Huevos verdes con jamón|Dr. Seuss|1960|60|Lectorum Pubns|En esta clásica historia, Yo-soy-Juan está decidido a obligar a un amigo a comer un plato de huevos verdes con jamón. La rítmica traducción capta la riqueza del original.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/81.jpg|9781880507018|||true
82|Aurora boreal|Åsa Larsson|2003|310|Seix Barral|El cuerpo de Viktor Strandgård, el predicador más famoso de Suecia, yace mutilado en una remota iglesia en Kiruna, una ciudad del norte sumergida en la eterna noche polar. La hermana de la víctima ha encontrado el cadáver, y la sombra de la sospecha se cierne sobre ella. Desesperada, pide ayuda a su amiga de adolescencia, la abogada Rebecka Martinsson, que actualmente vive en Estocolmo y que regresa a su ciudad natal dispuesta a averiguar quién es el culpable. Durante la investigación sólo cuenta con la complicidad de Anna-Maria Mella, una inteligente y peculiar policía embarazada. En Kiruna mucha gente tiene algo que ocultar, y la nieve no tardará en teñirse de sangre.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/82.jpg|9788432290558|3|1|true
83|Sangre derramada|Åsa Larsson|2004|371|Seix Barral|Es verano en Suecia, cuando brilla el sol de medianoche y el largo invierno ha sido olvidado. En este tiempo mágico, una pastora protestante, Mildred, es hallada muerta con signos de tortura en la ciudad de Kiruna. Mildred era una feminista, una luchadora amada y odiada por igual. Está claro que no todos aceptan a una mujer en la Iglesia. Rebecka Martinsson vuelve a Kiruna, el lugar donde creció, y pronto se ve envuelta en este misterioso caso: sólo ella es capaz de desenmascarar a los habitantes de esta gélida ciudad.Åsa Larsson sorprendió a los lectores con Aurora boreal, un éxito que la encumbró como la autora revelación de la novela negra escandinava. Con Sangre derramada, ganadora del Premio a la Mejor Novela Negra Sueca del Año, Larsson vuelve a envolvernos en la inolvidable e inquietante atmósfera de Kiruna.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/83.jpg|9788432290565|3|2|true
84|Gente normal|Sally Rooney|2018|256|Random House|Marianne y Connell son compañeros de instituto pero no se cruzan palabra. Él es uno de los populares y ella, una chica solitaria que ha aprendido a mantenerse alejada del resto de la gente. Todos saben que Marianne vive en una mansión y que la madre de Connell se encarga de su limpieza, pero nadie imagina que cada tarde los dos jóvenes coinciden. Uno de esos días, una conversación torpe dará comienzo a una relación que podría cambiar sus vidas.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/84.jpg|9788439736318|||true
85|Conversaciones entre amigos|Sally Rooney|2017|336|Random House|Tras recitar sus poemas en una velada literaria en Dublín, Frances y Bobbi conocen a Melissa, una atractiva escritora que quiere publicar un reportaje sobre ellas. Estas dos universitarias que en el pasado fueron pareja se verán atraídas hacia ella y su marido Nick: un matrimonio acomodado que se acerca a la cuarentena y con el que terminarán formando un complejo ménage à quatre.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/85.jpg|9788439734468|||true
86|La casa entre los cactus|Paul Pen|2017|360|Plaza & Janés|Elmer y Rose han creado una familia perfecta entre los enormes cactus de un remoto paisaje desértico, un hogar lleno de amor para sus cinco hijas, todas con nombres de flor: Edelweiss, Iris, Melissa, Dahlia y Daisy. Pero la inesperada llegada de Rick, un excursionista en busca de refugio, revoluciona a las hermanas. Y cuando Elmer y Rose descubren que el muchacho no es quien dice ser, el enfrentamiento que librarán -una lucha entre la verdad y la mentira, la justicia y el crimen- destapará terribles secretos que cambiarán para siempre la vida de todos ellos.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/86.jpg|9788401019210|||true
87|La guerra de la amapola|R.F. Kuang|2018|646|Hidra|Que Rin superase el keju (una prueba para encontrar a los jóvenes con más talento del imperio) sorprendió a todo el para los oficiales que realizaron la prueba, que no podían creer que una huérfana de la Provincia del Gallo pudiera superarla sin hacer trampas; para los tutores de Rin, que pensaban que podrían casarla y seguir con sus labores delictivas; y para la propia Rin, que se dio cuenta de que al fin se había librado de la servidumbre y la desesperación que marcaban su día a día. Pero que entrara en Sinegard, la academia militar más elitista de Nikan, fue aún más sorprendente. Sin embargo, las sorpresas no siempre son buenas. Porque una sencilla muchacha de piel oscura del sur no lo tiene fácil en Sinegard. Sus compañeros le hacen la vida imposible por su color, su pobreza y su género. Pero Rin descubre que posee un poder letal y una aptitud para el casi mítico arte del chamanismo. Por ahora el imperio Nikara está en paz, pero la Federación de Mugen aún acecha al otro lado del mar. La Federación se valió de sus avances militares para ocupar Nikan durante décadas tras la primera Guerra de la Amapola, y aún se notan los estragos de la segunda. Mientras algunas personas tratan de seguir con sus vidas, unas pocas son conscientes de que la tercera Guerra de la Amapola está próxima… Los poderes chamánicos de Rin podrían ser la única forma de salvar a su gente. Pero a medida que va sabiendo más acerca del dios que la ha elegido, el vengativo Fénix, Rin teme que ganar la guerra se lleve por delante su humanidad… y puede que ya sea demasiado tarde.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/87.jpg|9788419266903|18|1|true
88|La república del dragón|R.F. Kuang|2019|792|Hidra|Tres veces a lo largo de su historia, Nikan ha luchado por su supervivencia en las sangrientas Guerras de la Amapola. Aunque la tercera acaba de terminar, Rin no puede olvidar la atrocidad que cometió para salvar a su pueblo. Ahora está tratando de librarse de su culpa, de su adicción al opio y de las órdenes asesinas del ardiente Fénix, el dios vengativo que ha bendecido a Rin con su temible poder. Aunque no quiere seguir viviendo, se niega a morir hasta vengarse de la Emperatriz, que traicionó a la que fue la tierra natal de Rin. Su única esperanza es unir fuerzas con el poderoso jefe militar del Dragón, que planea conquistar Nikan, derrocar a la Emperatriz y crear una nueva república. Pero ni la Emperatriz ni el jefe militar del Dragón son lo que parecen. Cuantas más atrocidades presencia Rin, más teme que su amor por Nikan la obligue a usar el apocalíptico poder del Fénix una vez más. Porque Rin está dispuesta a sacrificar lo que haga falta para salvar a su país… y para conseguir su venganza.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/88.jpg|9788419266910|18|2|true
89|El dios en llamas|R.F. Kuang|2020|792|Hidra|Tras la brutal guerra civil, Rin lo ha perdido prácticamente todo. Pero no piensa abandonar a aquellos por quienes ha sacrificado tanto: la gente de las provincias del sur, y en especial la de Tikany, el pueblo que es su hogar. Al volver a sus raíces, Rin se enfrenta a retos difíciles, pero también encuentra inesperadas oportunidades.\nA pesar de que sus nuevos aliados de la Coalición Sureña son maliciosos y no se puede confiar en ellos, Rin pronto se da cuenta de que el auténtico poder en Nikan reside en la gente corriente, que ansía venganza y la venera como una diosa salvadora.\nApoyada por las masas y por el ejército sureño, Rin hará lo que haga falta para destruir a sus enemigos y a cualquiera que amenace las artes chamánicas y a sus practicantes. A medida que crece su poder e influencia, ¿será capaz de resistirse a la embriagadora voz del Fénix, que solo desea ver el mundo arder?|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/89.jpg|9788419266927|18|3|true
90|The Official Taylor Swift The Eras Tour Book|Taylor Swift|2024|256|Taylor Swift Publications|"Over 500 images, including never-before-seen performance photos from every era
In addition, exclusive rehearsal photos and behind-the-scenes images of instruments, costumes, set pieces and designer sketches."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/90.jpg|9788408285892|||true
91|Mamma mia! ABBA, su historia|Giles Smith|2025|360|Alianza|Mamma mia! ABBA, su historia es una biografía dirigida a todos los fans de ABBA y, también, a los amantes de la música pop de cualquier época y lugar. Giles Smith rememora y expone de manera brillante, divertida e iluminadora, la historia de ABBA a través de los momentos culturalmente más importantes de una banda que a lo largo de las épocas ha sorprendido a los críticos por su capacidad de reinventarse y de seguir transmitiendo pura alegría a sus seguidores de manera desenfadada y, en ocasiones, un poco cursi. Desde su formación en Estocolmo en 1972, pasando por su éxito internacional en el Festival de Eurovisión de 1974 y sus más de cinco décadas de trayectoria hasta llegar a la ABBA Voyage de 2024, Giles Smith detalla los grandes lanzamientos, los anuncios de televisión, el glamour de su vestuario y las crípticas portadas de los álbumes que han hecho del grupo integrado por Agnetha, Björn, Benny y Anni un fenómeno único, perdurable e irrepetible.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/91.jpg|9788411489348|||true
92|Napalm en el corazón|Pol Guasch|2021|256|Anagrama|Situada en una geografía ambigua, la primera novela de Pol Guasch pone en danza a una pareja de chicos que han crecido en una zona militarizada, marcados por unas condiciones de vida precarias, por la intolerancia del entorno hacia su deseo y por unas familias tocadas por el desarraigo. La falta de perspectivas lo domina todo, pero aún mantienen la posibilidad de dejarse deslumbrar y hasta someter, de aferrarse a la militancia, tentar la violencia y seguir hablando una lengua que se deshace: la suya. La única alternativa es huir de esa tierra yerma. En su trayecto más allá de «el otro lado», cargando literalmente con el peso del pasado en forma de carta y de cadáver por enterrar, encontrarán respuestas diferentes a enigmas compartidos.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/92.jpg|9788433999351|||true
93|En las manos, el paraíso quema|Pol Guasch|2024|168|Anagrama|Rita vive en la Colonia, en lo alto de una montaña donde hombres cansados vacían una mina que se agota. Desde allí, contempla el pueblo hundido en el valle, y los bosques que, de repente, empiezan a arder. Líton, que creció en la ciudad, apaga los fuegos con los demás chicos del Servicio.\nEsta novela sigue la historia de los dos la infancia en contextos opuestos, el descubrimiento del deseo, sus amores con Fèlix y René  –y la nostalgia de un futuro que ya no será–. Juntos viven la emancipación y la efervescencia festiva de la veintena, pero también las servidumbres de la familia y de una época marcada por la extinció ¿cómo será el zumbido de una abeja? En un mundo que se dirige al colapso, donde la vida no se puede vivir, Rita y Líton convierten la amistad en una conjura para pensar un universo habitable.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/93.jpg|9788433926821|||true
94|El descontento|Beatriz Serrano|2023|240|Temas de hoy|El descontento es la historia de Marisa, una mujer en la treintena que vive anestesiada mediante orfidales y vídeos de Youtube para soportar las rutinas y pesares de su día a día en una agencia de publicidad. Tan solo acude presencialmente a la oficina para ahorrar dinero en aire acondicionado durante el sofocante agosto madrileño. Marisa odia el trabajo. Sin embargo, no puede dejarlo: le gustan demasiado las cosas bonitas.\nLa semana previa a un team building organizado por su empresa, la ansiedad de Marisa se dispara; compartir un fin de semana entero con sus compañeros le resulta insoportable y el recuerdo enterrado de una tragedia ocurrida tiempo atrás vuelve para atormentarla. A medida que pasan los días, su máscara social, tan cuidada y pulida a lo largo de los años, se irá resquebrajando hasta hacerlo volar todo por los aires.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/94.jpg|9788499989860|||true
95|Imposible decir adiós|Han Kang|2024|256|Random House|Una gélida mañana de finales de diciembre, Gyeongha recibe un inesperado mensaje de su amiga Inseon: después de sufrir un accidente en su taller de carpintería en la isla de Jeju, ha sido trasladada de urgencia a un hospital de Seúl. Desde la cama, Inseon le ruega que tome el primer vuelo a la isla y se ocupe de su pequeña cotorra antes de que se le acaben el agua y la comida.\nPero, desafortunadamente, cuando Gyeongha llega a Jeju se desata una terrible tormenta de nieve. ¿Llegará a tiempo para salvar al pájaro antes de que caiga la noche?, ¿sobrevivirá al viento helado que la envuelve a cada paso? Lo que ni siquiera sospecha es que algo más oscuro la espera en casa de su amiga.\nAllí, la historia enterrada de la familia de Inseon está a punto de salir a la luz a través de los sueños y los recuerdos transmitidos de madre a hija y de un archivo cuidadosamente compilado que documenta una de las peores masacres de la historia de Corea.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/95.jpg|9788439745006|||true
96|Panza de burro|Andrea Abreu|2020|176|Barrett|«Reconozco que al principio, cuando Panza de burro solo había crecido unos capitulitos, pensé que sería una novela sencilla y hermosa que abriría un hachazo en esa tela de invernadero que parecía ocultar un imaginario y un mundo que debían ser mostrados. Más adelante, la grandeza del libro, la inteligencia y el salvajismo de Andrea, su pulso poético y su falta total de miedo hicieron trizas la rafia, y quedó a la vista una plantación intrincada, dolorosa, inmensa, nada sencilla. Hice la primera edición en un salón de Lisboa, y creo que fue allí cuando me di cuenta de que el libro era mucho más grande de lo que imaginé. También, y esto es importante, sentí envidia. Una envidia por la imposibilidad de escribir yo algo así». —Sabina Urraca, editora de 'Panza de burro'|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/96.jpg|9788412135336|||true
97|Un momento de ternura y de piedad|Irene Cuevas|2024|184|Reservoir Books|La asesina más tierna de la historia bebe leche con chocolate y toma galletas. Lo hace para no atragantarse con la madre que le ha tocado tener, una diva suicida en potencia. Despues de muchas idas y venidas a hospitales la ha ingresado en una clínica psiquiátrica que paga con su peculiar trabajo: matar a abuelas, siempre por encargo de sus hijos varones. Pero todo cambia cuando se enamora de una de ellas.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/97.jpg|9788419437037|||true
98|Poeta chileno|Alejandro Zambra|2020|424|Anagrama|Durante buena parte de esta novela Gonzalo es un poetastro que quiere ser poeta y un padrastro que se comporta como si fuera el padre biológico de Vicente, un niño adicto a la comida para gatos que años más tarde se niega a estudiar en la universidad porque su sueño principal es convertirse–también–en poeta, a pesar de los consejos de Carla, su orgullosamente solitaria madre, y de León, un padre mediocre dedicado a coleccionar autitos de juguete.\nEl poderoso mito de la poesía chilena–un personaje secundario dice, aludiendo a los veredictos de la Academia Sueca, que los chilenos son bicampeones mundiales de poesía–es revisitado y cuestionado por Pru, una periodista gringa que se convierte en testigo accidental de ese esquivo e intenso mundo de héroes e impostores literarios.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/98.jpg|9788433998934|||true
99|Amarilla|R.F. Kuang|2023|384|Hidra|Athena Liu es una escritora famosa y June Hayward es una escritora a la que no conocen ni en su casa. Cuando Athena muere de forma tan inesperada como extraña, June le roba su último manuscrito. Y no solo eso: lo publica como si fuera obra suya. Sin embargo, hay evidencias que amenazan con poner en peligro el éxito que June ha conseguido de manera tan (por decirlo finamente) cuestionable. Y es entonces cuando descubre hasta dónde está dispuesta a llegar para conservar la vida que ella cree que merece.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/99.jpg|9788418359668|||true
100|La naturaleza secreta de las cosas de este mundo|Patricio Pron|2023|203|Anagrama|¿Quiénes somos realmente? ¿Qué nos convierte en las personas que creemos ser y qué sucede cuando lo que pensábamos que éramos deja paso a otra cosa? ¿Cuál es la naturaleza secreta de las cosas de este mundo?\nOlivia se dirige a Mánchester. Y lo que recordará es algo que olvidó que sabía sobre su padre, quien desapareció cuando ella tenía catorce años. Olivia es actriz. Edward Byrne era artista visual; cuando se marchó, dejó cientos de preguntas sin respuesta, pero ninguna evidencia, ninguna certeza, ningún cadáver...\n¿Por qué sentimos a veces un deseo irreprimible de huir y dejar todo atrás? ¿Qué sucede cuando nuestra aspiración a ser verdaderamente libres se enfrenta a nuestra incontenible necesidad de consuelo? Patricio Pron, uno de los escritores fundamentales de la narrativa actual en lengua española, se estrena en Anagrama con una novela sobre la familia, la huida, la pérdida y sus paradójicas ventajas; sobre la impostura, la vocación, el miedo al futuro y la posibilidad de que el sentido profundo de las cosas de este mundo se encuentre en las historias que nos contamos. Una magnética y singular narración detectivesca sobre esos misterios que son parte de nuestra naturaleza más secreta.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/100.jpg|9788433919045|||true
101|Kafka en la orilla|Haruki Murakami|2013|592|Tusquets|Kafka Tamura se va de casa el día en que cumple quince años. Los motivos, si es que los hay, son las malas relaciones con su padre –un famoso escultor convencido de que su hijo repetirá el aciago sino del Edipo de la tragedia clásica– y la sensación de vacío producida por la ausencia de su madre y su hermana, que se marcharon también cuando él era muy pequeño. Sus pasos le llevarán al sur del país, a Takamatsu, donde encontrará refugio en una peculiar biblioteca y conocerá a la misteriosa señora Saeki. Si sobre la vida de Kafka se cierne la tragedia (en el sentido clásico), sobre la de Satoru Nakata ya se ha abatido: de niño, durante la segunda guerra mundial, sufrió un extraño accidente del que salió con secuelas, sumido en una especie de olvido de sí, con dificultades para comunicarse... salvo con los gatos. A los sesenta años abandona Tokio y emprende un viaje que le conducirá también a la biblioteca de Takamatsu. Así, las vidas y destinos de los personajes se van entretejiendo en un curso inexorable que no atiende a razones ni voluntades. Pero, a veces, hasta los oráculos se equivocan.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/101.jpg|9788483837108|||true
102|Baila, baila, baila|Haruki Murakami|2012|464|Tusquets|En marzo de 1983, el joven protagonista de esta novela, redactoráfreelanceátodoterreno, despues de pasar días sombríos, siente la necesidad de volver a ciertos escenarios de su vida para ajustar cuentas con el pasado. Viaja a Sapporo con la intención de alojarse en el Hotel Delfín, donde años atrás pasó una semana con una misteriosa mujer que, de manera inesperada, desapareció de su lado. A su llegada descubre que han derribado el hotel y que en su lugar se alza otro, moderno y lujoso, pero su estancia allí propicia la aparición de personajes envueltos en un aura de irrealidad: una guapa recepcionista que ha vivido experiencias inverosímiles, una adolescente dotada de una aguda sensibilidad, o un antiguo compañero de colegio, ahora actor de exito, que lo meterá en graves aprietos. Asesinatos, viajes a Hawai, pasajes a otros mundos y fiestas se suceden al ritmo de la música que suena en la radio de su destartalado Subaru. Lo cierto es que, como afirma un enigmático personaje, todo está conectado. Porque sólo se regresa al Hotel Delfín para poder empezar de nuevo.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/102.jpg|9788483834251|||true
103|Primera persona del singular|Haruki Murakami|2021|288|Tusquets|"Amores de adolescencia evocados con serena nostalgia, jóvenes apenas vislumbradas, reseñas de jazz sobre discos imposibles, un poeta amante del beisbol, un simio parlante que trabaja como masajista y un anciano que habla del círculo con varios centros… Los personajes y las escenas de este esperadísimo volumen de relatos hacen saltar por los aires los límites entre la imaginación y el mundo real. Y nos devuelven, intactos, los amores perdidos, las relaciones truncadas y la soledad, la adolescencia, los reencuentros y, sobre todo, la memoria del amor, porque ""nadie podrá arrebatarnos el recuerdo de haber amado o de haber estado enamorados alguna vez en la vida"", asegura el narrador. Un narrador en primera persona que, a veces, podría ser el propio Murakami. ¿Es entonces un libro de memorias, unos relatos con tintes autobiográficos o un volumen exclusivamente de ficción? El lector tendrá que decidir."|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/103.jpg|9786070780097|||true
104|Hombres sin mujeres|Haruki Murakami|2015|272|Tusquets|Haruki Murakami ofrece a los lectores siete relatos en torno al aislamiento y la soledad que preceden o siguen a la relación amorosa: hombres que han perdido a una mujer, o cuya relación ha estado marcada por el desencuentro, asisten inermes al regreso de los fantasmas del pasado, viven el enamoramiento como una enfermedad letal, son incapaces de establecer una comunicación plena con la pareja, o ven extrañamente interrumpida su historia de amor. Otros experimentan atormentados amores no correspondidos o, incluso, como en el relato protagonizado por una metamorfosis kafkiana, desconocen todavía los mecanismos del afecto y del sexo.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/104.jpg|9788490660430|||true
105|La muerte del comendador|Haruki Murakami|2018|480|Tusquets|En plena crisis de pareja, un retratista de cierto prestigio abandona Tokio en dirección al norte de Japón. Confuso, sumido en sus recuerdos, deambula por el país hasta que, finalmente, un amigo le ofrece instalarse en una pequeña casa aislada, rodeada de bosques, que pertenece a su padre, un pintor famoso. En suma, un lugar donde retirarse durante un tiempo. En esa casa de paredes vacías, tras oír extraños ruidos, el protagonista descubre en un desván lo que parece un cuadro, envuelto y con una etiqueta en la que se lee: «La muerte del comendador». Cuando se decida a desenvolverlo se abrirá ante él un extraño mundo donde la ópera Don Giovanni de Mozart, el encargo de un retrato, una tímida adolescente y, por supuesto, un comendador, sembrarán de incógnitas su vida, hasta hace poco anodina y rutinaria. Este primer volumen de la novela La muerte del comendador es un fascinante laberinto donde lo cotidiano se ve invadido de señales indescifrables, de preguntas cuya respuesta todavía está lejos de vislumbrarse. El lector, al igual que el protagonista, deberá permanecer muy atento.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/105.jpg|9788490666104|||true
106|Al sur de la frontera, al oeste del sol|Haruki Murakami|2013|272|Tusquets|Hajime vive una existencia relativamente feliz –se ha casado, es padre de dos niñas y dueño de un club de jazz– cuando se reencuentra con Shimamoto, su mejor amiga de la infancia y la adolescencia. Y la atracción renace Hajime parece dispuesto a dejarlo todo por ella... Una historia sobre amores perdidos y recobrados, sobre la consumación de una promesa de plenitud, que destila la indefinible sensación de desajuste con el mundo que acucia al hombre contemporáneo.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/106.jpg|9788483836705|||true
107|1Q84|Haruki Murakami|2022|944|Tusquets|En japones, la letra q y el número 9 son homófonos, los dos se pronuncian kyū, de manera que 1Q84 es, sin serlo, 1984, una fecha de ecos orwellianos. Esa variación refleja la alteración del mundo en que viven los personajes de esta novela: Aomame, instructora de gimnasia, y Tengo, profesor de matemáticas. Pero ambos son más de lo que parecen: la bella Aomame es una asesina; Tengo, un aspirante a escritor al que han encargado la corrección de una enigmática obra.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/107.jpg|9788411071154|||true
108|La caza del carnero salvaje|Haruki Murakami|2018|384|Tusquets|Un joven publicista ha publicado, en una de sus campañas, una fotografía, aparentemente anodina, que lo ha puesto en la mira de un influyente grupo industrial. Y es que en la fotografía aparece un rebaño de ovejas y carneros en un prado, pero uno de esos carneros tiene un poder muy especial. La monótona y en absoluto extraordinaria vida del joven, fumador empedernido y recién divorciado, da una insospechada vuelta de tuerca, pues debe embarcarse en una extraña búsqueda: tendrá que viajar al norte de Japón para encontrar a toda costa a ese peculiar carnero, pues le va en ello la vida. Si a esa línea argumental se le añaden una misteriosa joven con unas orejas exquisitas, un amigo huido (el entrañable «el Rata»), un político conservador, un profesor obsesionado con los ovinos y un maniaco-depresivo disfrazado de chivo (el Hombre Carnero que aparecerá en Baila, baila, baila), esta novela se convierte en una de las más singulares obras maestras del más célebre autor japonés de la actualidad.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/108.jpg|9788490664872|||true
109|La ciudad y sus muros inciertos|Haruki Murakami|2024|576|Tusquets|Poco se imagina el joven protagonista de esta novela que la chica de la que se ha enamorado está a punto de desaparecer de su vida. Se han conocido durante un concurso entre estudiantes de diferentes institutos, y no pueden verse muy a menudo. En sus encuentros, sentados bajo la glicinia de un parque o paseando a orillas de un río, la joven empieza a hablarle de una extraña ciudad amurallada, situada, al parecer, en otro mundo; poco a poco, ella acaba confesándole su inquietante sensación de que su verdadero yo se halla en esa misteriosa ciudad. De pronto, entrado el otoño, el protagonista recibe una carta de ella que quizá suponga una despedida, y eso lo sume en una profunda tristeza. Tendrán que pasar años antes de que pueda atisbar alguna posibilidad de reencontrarla. Y sin embargo, esa ciudad, tal y como ella la describió, existe. Porque todo es posible en este asombroso universo donde la realidad, la identidad, los sueños y las sombras fluctúan y escapan a los rígidos límites de la lógica.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/109.jpg|9788411074278|||true
110|Amanecer en la cosecha|Suzanne Collins|2025|496|Molino|Cuando anuncian el nombre de Haymitch, todos sus sueños se rompen en pedazos. Lo separan de su familia y de su amada, y lo envían al Capitolio con los otros tres tributos del Distrito 12: una amiga que es casi como una hermana pequeña para el, un chico obsesionado con analizar apuestas y la chica más estirada de la ciudad. Cuando empiezan los Juegos, Haymitch comprende que en el Capitolio quieren que fracase. Sin embargo, algo dentro de el desea luchar… y que el eco de esa lucha llegue mucho más allá de la mortífera arena.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/110.jpg|9788427248427|21|5|true
111|El plan maestro|Javier Sierra|2025|504|Planeta|La esperadísima vuelta a las librerías del maestro del misterio. En 1990, Javier Sierra fue abordado por un sujeto singular en el Museo del Prado. Este le confesó que existía una comunidad secreta que, desde hacía siglos, se había dedicado a proteger una selección de obras que servía de puerta entre distintos mundos. Aquel tropiezo dio lugar a El maestro del Prado (Planeta, 2013).\nDesde entonces, el autor se ha obsesionado con encontrar de nuevo a ese personaje y, en su camino, ha descubierto que existe un «plan maestro» que otorga al arte un sentido esencial. Este lleva siglos siendo urdido por unos misteriosos maestros que han transformado a nuestra especie hasta límites insospechados. Algunos mitos se refieren a ellos como dioses instructores, otros como daimones; también como ángeles y espíritus. Sus ideas han moldeado nuestra especie con aportes como la agricultura, la astronomía, las matemáticas o la expresión artística. Pero ¿quiénes son ellos?|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/111.jpg|9788408296966|||true
112|La asistenta|Freida McFadden|2023|244|Suma|Todos los días friego la preciosa casa de los Winchester de arriba abajo. Recojo a su hija del colegio y preparo deliciosas comidas para toda la familia antes de subir a cenar sola en mi minúscula habitación del piso superior.Intento no prestar atención a Nina cuando lo ensucia todo simplemente para ver cómo lo limpio. A las extrañas mentiras que cuenta sobre su propia hija. A su marido, que cada día parece más abatido. Pero cuando miro a Andrew a los ojos, castaños, encantadores y llenos de dolor, no me resulta difícil imaginar cómo sería vivir en la piel de Nina. El gran vestidor, el coche de lujo, el esposo perfecto. Hasta que un día no me resisto a probarme uno de sus maravillosos vestidos blancos. Solo quiero saber que se siente. Pero ella pronto lo descubre, y cuando me doy cuenta de que la puerta de mi habitación solo se cierra por fuera ya es demasiado tarde.|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/112.jpg|9788491294283|9|1|true
113|El secreto de la asistenta|Freida McFadden|2024|336|Suma|Es difícil encontrar a alguien que te de trabajo sin preguntar demasiado sobre tu pasado. Así que le agradezco al universo que, milagrosamente, los Garrick me hayan dado empleo limpiando su impresionante ático con vistas a todo Manhattan y preparándoles comidas sofisticadas en su inmensa cocina. Puedo trabajar aquí durante un tiempo, ser discreta hasta conseguir lo que quiero.\nEs casi perfecto. Sin embargo, todavía no he conocido a la señora Garrick ni he podido ver lo que hay dentro de la habitación de invitados. Estoy segura de que la oigo llorar. Veo las pequeñas manchas de sangre en el cuello de sus camisones blancos cuando hago la colada. Y, un día, no puedo evitar llamar a su puerta. Cuando esta se abre lentamente, lo que veo lo cambia todo...\nEs entonces cuando hago una promesa. Douglas Garrick se ha equivocado. Y va a pagar. Es todo una cuestión de hasta dónde estoy dispuesta a llegar...|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801118/readtoowell/covers/113.jpg|9788419835734|9|2|true
