id_usuario|id_libro|estado_lectura|fecha_inicio|fecha_fin|progreso|calificacion|reseña|tipo_progreso
57|89|2|01/03/2025|05/03/2025|100|3||porcentaje
57|96|2|01/03/2025|05/03/2025|100|2||porcentaje
57|99|2|01/03/2025|05/03/2025|100|3||porcentaje
35|285|2|01/03/2025|05/03/2025|100|2.5||porcentaje
58|36|2|01/03/2025|05/03/2025|100|4||porcentaje
43|136|2|01/03/2025|05/03/2025|100|3.5||porcentaje
43|146|2|01/03/2025|05/03/2025|100|3.5||porcentaje
31|214|2|01/03/2025|05/03/2025|100|3||porcentaje
31|215|2|01/03/2025|05/03/2025|100|3.5||porcentaje
31|222|2|01/03/2025|05/03/2025|100|3.5||porcentaje
44|31|2|01/03/2025|05/03/2025|100|3.5||porcentaje
31|227|2|01/03/2025|05/03/2025|100|3||porcentaje
44|36|2|01/03/2025|05/03/2025|100|3.5||porcentaje
31|211|2|01/03/2025|05/03/2025|100|3||porcentaje
31|216|2|01/03/2025|05/03/2025|100|2.5||porcentaje
31|244|2|01/03/2025|05/03/2025|100|1.5||porcentaje
31|218|2|01/03/2025|05/03/2025|100|3||porcentaje
44|80|2|01/03/2025|05/03/2025|100|1||porcentaje
44|83|2|01/03/2025|05/03/2025|100|1.5||porcentaje
31|225|2|01/03/2025|05/03/2025|100|2.5||porcentaje
44|102|2|01/03/2025|05/03/2025|100|1.5||porcentaje
44|32|2|01/03/2025|05/03/2025|100|2||porcentaje
44|115|2|01/03/2025|05/03/2025|100|1.5||porcentaje
31|230|2|01/03/2025|05/03/2025|100|2.5||porcentaje
44|40|2|01/03/2025|05/03/2025|100|2||porcentaje
31|231|2|01/03/2025|05/03/2025|100|2.5||porcentaje
44|116|2|01/03/2025|05/03/2025|100|1.5||porcentaje
44|118|2|01/03/2025|05/03/2025|100|1||porcentaje
44|124|2|01/03/2025|05/03/2025|100|2||porcentaje
44|46|2|01/03/2025|05/03/2025|100|2||porcentaje
44|48|2|01/03/2025|05/03/2025|100|3||porcentaje
44|51|2|01/03/2025|05/03/2025|100|3||porcentaje
31|268|2|01/03/2025|05/03/2025|100|1||porcentaje
31|234|2|01/03/2025|05/03/2025|100|2||porcentaje
31|269|2|01/03/2025|05/03/2025|100|1.5||porcentaje
31|235|2|01/03/2025|05/03/2025|100|2.5||porcentaje
58|44|2|01/03/2025|05/03/2025|100|3||porcentaje
58|49|2|01/03/2025|05/03/2025|100|3||porcentaje
58|70|2|01/03/2025|05/03/2025|100|3||porcentaje
36|160|2|01/03/2025|05/03/2025|100|3.5||porcentaje
36|161|2|01/03/2025|05/03/2025|100|4||porcentaje
35|294|2|01/03/2025|05/03/2025|100|2.5||porcentaje
58|25|2|01/03/2025|05/03/2025|100|2.5||porcentaje
59|26|2|01/03/2025|05/03/2025|100|0.5||porcentaje
35|296|2|01/03/2025|05/03/2025|100|2||porcentaje
59|42|2|01/03/2025|05/03/2025|100|1||porcentaje
36|174|2|01/03/2025|05/03/2025|100|3.5||porcentaje
58|136|2|01/03/2025|05/03/2025|100|3.5||porcentaje
45|14|2|01/03/2025|05/03/2025|100|0.5||porcentaje
31|275|2|01/03/2025|05/03/2025|100|0.5||porcentaje
31|237|2|01/03/2025|05/03/2025|100|3||porcentaje
31|240|2|01/03/2025|05/03/2025|100|2.5||porcentaje
44|63|2|01/03/2025|05/03/2025|100|2.5||porcentaje
44|65|2|01/03/2025|05/03/2025|100|2.5||porcentaje
44|71|2|01/03/2025|05/03/2025|100|3||porcentaje
44|73|2|01/03/2025|05/03/2025|100|2.5||porcentaje
44|7|2|01/03/2025|05/03/2025|100|2.5||porcentaje
44|11|2|01/03/2025|05/03/2025|100|3||porcentaje
44|77|2|01/03/2025|05/03/2025|100|3||porcentaje
44|81|2|01/03/2025|05/03/2025|100|3||porcentaje
31|247|2|01/03/2025|05/03/2025|100|2.5||porcentaje
31|248|2|01/03/2025|05/03/2025|100|2.5||porcentaje
44|86|2|01/03/2025|05/03/2025|100|2.5||porcentaje
31|245|2|01/03/2025|05/03/2025|100|4||porcentaje
44|88|2|01/03/2025|05/03/2025|100|4||porcentaje
44|97|2|01/03/2025|05/03/2025|100|3.5||porcentaje
31|251|2|01/03/2025|05/03/2025|100|3.5||porcentaje
31|256|2|01/03/2025|05/03/2025|100|3.5||porcentaje
44|111|2|01/03/2025|05/03/2025|100|4||porcentaje
31|257|2|01/03/2025|05/03/2025|100|3||porcentaje
44|125|2|01/03/2025|05/03/2025|100|3.5||porcentaje
44|129|2|01/03/2025|05/03/2025|100|4||porcentaje
44|130|2|01/03/2025|05/03/2025|100|3.5||porcentaje
44|132|2|01/03/2025|05/03/2025|100|3.5||porcentaje
44|136|2|01/03/2025|05/03/2025|100|3.5||porcentaje
44|137|2|01/03/2025|05/03/2025|100|3.5||porcentaje
44|144|2|01/03/2025|05/03/2025|100|3.5||porcentaje
44|145|2|01/03/2025|05/03/2025|100|4||porcentaje
44|146|2|01/03/2025|05/03/2025|100|4||porcentaje
45|26|2|01/03/2025|05/03/2025|100|2||porcentaje
31|249|2|01/03/2025|05/03/2025|100|2.5||porcentaje
31|276|2|01/03/2025|05/03/2025|100|2||porcentaje
44|96|2|01/03/2025|05/03/2025|100|2.5||porcentaje
44|99|2|01/03/2025|05/03/2025|100|2.5||porcentaje
31|252|2|01/03/2025|05/03/2025|100|2.5||porcentaje
31|255|2|01/03/2025|05/03/2025|100|2||porcentaje
45|39|2|01/03/2025|05/03/2025|100|1.5||porcentaje
45|41|2|01/03/2025|05/03/2025|100|1||porcentaje
45|50|2|01/03/2025|05/03/2025|100|1||porcentaje
31|260|2|01/03/2025|05/03/2025|100|2||porcentaje
31|261|2|01/03/2025|05/03/2025|100|3||porcentaje
45|64|2|01/03/2025|05/03/2025|100|1||porcentaje
45|69|2|01/03/2025|05/03/2025|100|0.5||porcentaje
44|121|2|01/03/2025|05/03/2025|100|2.5||porcentaje
44|123|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|80|2|01/03/2025|05/03/2025|100|1.5||porcentaje
44|127|2|01/03/2025|05/03/2025|100|2.5||porcentaje
31|289|2|01/03/2025|05/03/2025|100|1.5||porcentaje
45|83|2|01/03/2025|05/03/2025|100|1.5||porcentaje
58|145|2|01/03/2025|05/03/2025|100|3.5||porcentaje
58|146|2|01/03/2025|05/03/2025|100|3||porcentaje
58|73|2|01/03/2025|05/03/2025|100|2.5||porcentaje
59|69|2|01/03/2025|05/03/2025|100|1.5||porcentaje
59|75|2|01/03/2025|05/03/2025|100|1.5||porcentaje
59|80|2|01/03/2025|05/03/2025|100|1||porcentaje
59|83|2|01/03/2025|05/03/2025|100|2||porcentaje
59|102|2|01/03/2025|05/03/2025|100|1.5||porcentaje
59|124|2|01/03/2025|05/03/2025|100|0.5||porcentaje
59|140|2|01/03/2025|05/03/2025|100|2||porcentaje
59|141|2|01/03/2025|05/03/2025|100|1.5||porcentaje
58|22|2|01/03/2025|05/03/2025|100|2.5||porcentaje
36|175|2|01/03/2025|05/03/2025|100|2.5||porcentaje
58|121|2|01/03/2025|05/03/2025|100|2||porcentaje
58|147|2|01/03/2025|05/03/2025|100|2||porcentaje
59|95|2|01/03/2025|05/03/2025|100|4||porcentaje
36|226|2|01/03/2025|05/03/2025|100|3||porcentaje
36|227|2|01/03/2025|05/03/2025|100|3.5||porcentaje
36|228|2|01/03/2025|05/03/2025|100|3.5||porcentaje
59|132|2|01/03/2025|05/03/2025|100|4||porcentaje
45|102|2|01/03/2025|05/03/2025|100|1||porcentaje
31|295|2|01/03/2025|05/03/2025|100|0.5||porcentaje
31|300|2|01/03/2025|05/03/2025|100|0.5||porcentaje
32|152|2|01/03/2025|05/03/2025|100|0.5||porcentaje
45|115|2|01/03/2025|05/03/2025|100|0.5||porcentaje
45|116|2|01/03/2025|05/03/2025|100|1||porcentaje
44|128|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|118|2|01/03/2025|05/03/2025|100|0.5||porcentaje
45|24|2|01/03/2025|05/03/2025|100|1.5||porcentaje
44|135|2|01/03/2025|05/03/2025|100|3||porcentaje
44|138|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|34|2|01/03/2025|05/03/2025|100|1||porcentaje
44|139|2|01/03/2025|05/03/2025|100|2||porcentaje
45|27|2|01/03/2025|05/03/2025|100|0.5||porcentaje
44|142|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|28|2|01/03/2025|05/03/2025|100|1.5||porcentaje
44|147|2|01/03/2025|05/03/2025|100|3||porcentaje
45|36|2|01/03/2025|05/03/2025|100|3||porcentaje
45|44|2|01/03/2025|05/03/2025|100|3.5||porcentaje
45|47|2|01/03/2025|05/03/2025|100|3.5||porcentaje
45|49|2|01/03/2025|05/03/2025|100|3.5||porcentaje
45|57|2|01/03/2025|05/03/2025|100|3.5||porcentaje
31|282|2|01/03/2025|05/03/2025|100|3||porcentaje
45|62|2|01/03/2025|05/03/2025|100|4||porcentaje
31|283|2|01/03/2025|05/03/2025|100|4||porcentaje
31|286|2|01/03/2025|05/03/2025|100|3||porcentaje
31|290|2|01/03/2025|05/03/2025|100|3||porcentaje
31|291|2|01/03/2025|05/03/2025|100|3||porcentaje
45|88|2|01/03/2025|05/03/2025|100|3.5||porcentaje
45|46|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|124|2|01/03/2025|05/03/2025|100|1||porcentaje
45|48|2|01/03/2025|05/03/2025|100|2||porcentaje
45|51|2|01/03/2025|05/03/2025|100|3||porcentaje
46|14|2|01/03/2025|05/03/2025|100|1.5||porcentaje
46|21|2|01/03/2025|05/03/2025|100|1||porcentaje
59|25|2|01/03/2025|05/03/2025|100|2||porcentaje
36|198|2|01/03/2025|05/03/2025|100|3||porcentaje
36|199|2|01/03/2025|05/03/2025|100|2.5||porcentaje
59|40|2|01/03/2025|05/03/2025|100|2.5||porcentaje
60|41|2|01/03/2025|05/03/2025|100|1.5||porcentaje
60|50|2|01/03/2025|05/03/2025|100|1.5||porcentaje
60|64|2|01/03/2025|05/03/2025|100|1.5||porcentaje
60|69|2|01/03/2025|05/03/2025|100|2||porcentaje
36|211|2|01/03/2025|05/03/2025|100|3||porcentaje
59|77|2|01/03/2025|05/03/2025|100|2||porcentaje
59|81|2|01/03/2025|05/03/2025|100|3||porcentaje
36|216|2|01/03/2025|05/03/2025|100|2.5||porcentaje
59|96|2|01/03/2025|05/03/2025|100|3||porcentaje
36|245|2|01/03/2025|05/03/2025|100|4||porcentaje
36|256|2|01/03/2025|05/03/2025|100|3.5||porcentaje
36|257|2|01/03/2025|05/03/2025|100|3.5||porcentaje
59|121|2|01/03/2025|05/03/2025|100|2||porcentaje
36|230|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|178|2|01/03/2025|05/03/2025|100|2||porcentaje
45|65|2|01/03/2025|05/03/2025|100|2.5||porcentaje
31|284|2|01/03/2025|05/03/2025|100|2||porcentaje
45|71|2|01/03/2025|05/03/2025|100|3||porcentaje
45|73|2|01/03/2025|05/03/2025|100|2.5||porcentaje
46|39|2|01/03/2025|05/03/2025|100|0.5||porcentaje
45|77|2|01/03/2025|05/03/2025|100|3||porcentaje
46|41|2|01/03/2025|05/03/2025|100|2||porcentaje
46|42|2|01/03/2025|05/03/2025|100|2||porcentaje
31|288|2|01/03/2025|05/03/2025|100|2||porcentaje
45|86|2|01/03/2025|05/03/2025|100|3||porcentaje
46|50|2|01/03/2025|05/03/2025|100|2||porcentaje
32|184|2|01/03/2025|05/03/2025|100|0.5||porcentaje
32|188|2|01/03/2025|05/03/2025|100|0.5||porcentaje
46|64|2|01/03/2025|05/03/2025|100|2||porcentaje
31|293|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|96|2|01/03/2025|05/03/2025|100|3||porcentaje
31|294|2|01/03/2025|05/03/2025|100|2||porcentaje
45|99|2|01/03/2025|05/03/2025|100|3||porcentaje
31|296|2|01/03/2025|05/03/2025|100|2||porcentaje
31|297|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|22|2|01/03/2025|05/03/2025|100|2||porcentaje
45|55|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|121|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|123|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|154|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|125|2|01/03/2025|05/03/2025|100|4||porcentaje
45|130|2|01/03/2025|05/03/2025|100|3||porcentaje
45|132|2|01/03/2025|05/03/2025|100|3.5||porcentaje
45|136|2|01/03/2025|05/03/2025|100|3||porcentaje
45|137|2|01/03/2025|05/03/2025|100|3.5||porcentaje
45|144|2|01/03/2025|05/03/2025|100|3||porcentaje
45|145|2|01/03/2025|05/03/2025|100|4||porcentaje
45|146|2|01/03/2025|05/03/2025|100|3.5||porcentaje
32|155|2|01/03/2025|05/03/2025|100|4||porcentaje
32|156|2|01/03/2025|05/03/2025|100|3.5||porcentaje
32|158|2|01/03/2025|05/03/2025|100|3.5||porcentaje
32|160|2|01/03/2025|05/03/2025|100|4||porcentaje
32|169|2|01/03/2025|05/03/2025|100|4||porcentaje
36|234|2|01/03/2025|05/03/2025|100|2.5||porcentaje
36|235|2|01/03/2025|05/03/2025|100|3||porcentaje
60|25|2|01/03/2025|05/03/2025|100|2.5||porcentaje
36|237|2|01/03/2025|05/03/2025|100|2||porcentaje
36|289|2|01/03/2025|05/03/2025|100|1||porcentaje
61|21|2|01/03/2025|05/03/2025|100|0.5||porcentaje
36|295|2|01/03/2025|05/03/2025|100|1||porcentaje
36|300|2|01/03/2025|05/03/2025|100|2||porcentaje
37|152|2|01/03/2025|05/03/2025|100|1.5||porcentaje
61|42|2|01/03/2025|05/03/2025|100|1.5||porcentaje
36|267|2|01/03/2025|05/03/2025|100|3.5||porcentaje
36|249|2|01/03/2025|05/03/2025|100|2.5||porcentaje
36|271|2|01/03/2025|05/03/2025|100|4||porcentaje
60|136|2|01/03/2025|05/03/2025|100|4||porcentaje
61|64|2|01/03/2025|05/03/2025|100|1||porcentaje
61|69|2|01/03/2025|05/03/2025|100|1.5||porcentaje
60|63|2|01/03/2025|05/03/2025|100|2||porcentaje
61|116|2|01/03/2025|05/03/2025|100|1.5||porcentaje
61|118|2|01/03/2025|05/03/2025|100|1||porcentaje
61|140|2|01/03/2025|05/03/2025|100|2||porcentaje
61|141|2|01/03/2025|05/03/2025|100|1||porcentaje
32|172|2|01/03/2025|05/03/2025|100|4||porcentaje
46|31|2|01/03/2025|05/03/2025|100|3||porcentaje
32|174|2|01/03/2025|05/03/2025|100|4||porcentaje
46|47|2|01/03/2025|05/03/2025|100|3.5||porcentaje
45|128|2|01/03/2025|05/03/2025|100|3||porcentaje
46|69|2|01/03/2025|05/03/2025|100|1||porcentaje
46|75|2|01/03/2025|05/03/2025|100|0.5||porcentaje
45|133|2|01/03/2025|05/03/2025|100|2.5||porcentaje
46|80|2|01/03/2025|05/03/2025|100|1.5||porcentaje
45|135|2|01/03/2025|05/03/2025|100|2.5||porcentaje
46|83|2|01/03/2025|05/03/2025|100|0.5||porcentaje
45|138|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|139|2|01/03/2025|05/03/2025|100|2.5||porcentaje
45|142|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|197|2|01/03/2025|05/03/2025|100|0.5||porcentaje
46|102|2|01/03/2025|05/03/2025|100|1||porcentaje
32|201|2|01/03/2025|05/03/2025|100|1||porcentaje
32|157|2|01/03/2025|05/03/2025|100|3||porcentaje
46|116|2|01/03/2025|05/03/2025|100|1||porcentaje
32|162|2|01/03/2025|05/03/2025|100|2.5||porcentaje
46|25|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|170|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|171|2|01/03/2025|05/03/2025|100|3||porcentaje
32|175|2|01/03/2025|05/03/2025|100|3||porcentaje
46|118|2|01/03/2025|05/03/2025|100|1.5||porcentaje
46|40|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|209|2|01/03/2025|05/03/2025|100|1.5||porcentaje
46|46|2|01/03/2025|05/03/2025|100|2.5||porcentaje
46|124|2|01/03/2025|05/03/2025|100|0.5||porcentaje
46|140|2|01/03/2025|05/03/2025|100|1.5||porcentaje
46|141|2|01/03/2025|05/03/2025|100|1.5||porcentaje
46|143|2|01/03/2025|05/03/2025|100|0.5||porcentaje
46|51|2|01/03/2025|05/03/2025|100|3||porcentaje
60|96|2|01/03/2025|05/03/2025|100|3||porcentaje
60|13|2|01/03/2025|05/03/2025|100|2||porcentaje
36|273|2|01/03/2025|05/03/2025|100|2||porcentaje
37|155|2|01/03/2025|05/03/2025|100|3||porcentaje
60|127|2|01/03/2025|05/03/2025|100|2.5||porcentaje
37|160|2|01/03/2025|05/03/2025|100|4||porcentaje
61|95|2|01/03/2025|05/03/2025|100|3.5||porcentaje
61|97|2|01/03/2025|05/03/2025|100|3||porcentaje
37|169|2|01/03/2025|05/03/2025|100|3.5||porcentaje
61|111|2|01/03/2025|05/03/2025|100|4||porcentaje
61|125|2|01/03/2025|05/03/2025|100|3.5||porcentaje
61|129|2|01/03/2025|05/03/2025|100|3.5||porcentaje
61|130|2|01/03/2025|05/03/2025|100|3.5||porcentaje
60|135|2|01/03/2025|05/03/2025|100|2||porcentaje
60|138|2|01/03/2025|05/03/2025|100|2.5||porcentaje
60|142|2|01/03/2025|05/03/2025|100|2||porcentaje
36|285|2|01/03/2025|05/03/2025|100|2.5||porcentaje
62|26|2|01/03/2025|05/03/2025|100|0.5||porcentaje
62|39|2|01/03/2025|05/03/2025|100|1||porcentaje
62|42|2|01/03/2025|05/03/2025|100|2||porcentaje
62|64|2|01/03/2025|05/03/2025|100|1||porcentaje
46|7|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|189|2|01/03/2025|05/03/2025|100|2||porcentaje
46|73|2|01/03/2025|05/03/2025|100|2.5||porcentaje
46|70|2|01/03/2025|05/03/2025|100|3.5||porcentaje
46|77|2|01/03/2025|05/03/2025|100|3||porcentaje
32|192|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|191|2|01/03/2025|05/03/2025|100|4||porcentaje
46|76|2|01/03/2025|05/03/2025|100|3.5||porcentaje
32|193|2|01/03/2025|05/03/2025|100|3.5||porcentaje
46|88|2|01/03/2025|05/03/2025|100|3||porcentaje
46|95|2|01/03/2025|05/03/2025|100|3.5||porcentaje
46|97|2|01/03/2025|05/03/2025|100|3||porcentaje
32|204|2|01/03/2025|05/03/2025|100|4||porcentaje
46|111|2|01/03/2025|05/03/2025|100|4||porcentaje
46|125|2|01/03/2025|05/03/2025|100|3.5||porcentaje
46|129|2|01/03/2025|05/03/2025|100|3.5||porcentaje
46|130|2|01/03/2025|05/03/2025|100|4||porcentaje
46|132|2|01/03/2025|05/03/2025|100|3.5||porcentaje
46|136|2|01/03/2025|05/03/2025|100|3.5||porcentaje
46|137|2|01/03/2025|05/03/2025|100|4||porcentaje
46|146|2|01/03/2025|05/03/2025|100|3||porcentaje
32|214|2|01/03/2025|05/03/2025|100|3.5||porcentaje
32|215|2|01/03/2025|05/03/2025|100|3.5||porcentaje
47|14|2|01/03/2025|05/03/2025|100|1.5||porcentaje
46|81|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|21|2|01/03/2025|05/03/2025|100|2||porcentaje
47|26|2|01/03/2025|05/03/2025|100|1||porcentaje
32|221|2|01/03/2025|05/03/2025|100|0.5||porcentaje
32|194|2|01/03/2025|05/03/2025|100|2||porcentaje
47|39|2|01/03/2025|05/03/2025|100|1.5||porcentaje
47|41|2|01/03/2025|05/03/2025|100|0.5||porcentaje
46|86|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|42|2|01/03/2025|05/03/2025|100|1||porcentaje
62|83|2|01/03/2025|05/03/2025|100|1.5||porcentaje
61|48|2|01/03/2025|05/03/2025|100|2||porcentaje
61|146|2|01/03/2025|05/03/2025|100|4||porcentaje
62|31|2|01/03/2025|05/03/2025|100|3||porcentaje
61|73|2|01/03/2025|05/03/2025|100|2.5||porcentaje
62|102|2|01/03/2025|05/03/2025|100|0.5||porcentaje
61|89|2|01/03/2025|05/03/2025|100|2||porcentaje
61|96|2|01/03/2025|05/03/2025|100|3||porcentaje
61|99|2|01/03/2025|05/03/2025|100|2.5||porcentaje
61|127|2|01/03/2025|05/03/2025|100|2||porcentaje
63|26|2|01/03/2025|05/03/2025|100|0.5||porcentaje
61|142|2|01/03/2025|05/03/2025|100|2.5||porcentaje
46|89|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|50|2|01/03/2025|05/03/2025|100|1.5||porcentaje
32|198|2|01/03/2025|05/03/2025|100|3||porcentaje
46|96|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|64|2|01/03/2025|05/03/2025|100|1.5||porcentaje
46|99|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|69|2|01/03/2025|05/03/2025|100|1||porcentaje
47|80|2|01/03/2025|05/03/2025|100|1||porcentaje
47|83|2|01/03/2025|05/03/2025|100|1||porcentaje
32|238|2|01/03/2025|05/03/2025|100|1.5||porcentaje
32|200|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|207|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|102|2|01/03/2025|05/03/2025|100|1||porcentaje
46|121|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|242|2|01/03/2025|05/03/2025|100|1||porcentaje
46|123|2|01/03/2025|05/03/2025|100|2||porcentaje
32|244|2|01/03/2025|05/03/2025|100|1||porcentaje
32|211|2|01/03/2025|05/03/2025|100|2||porcentaje
47|24|2|01/03/2025|05/03/2025|100|1||porcentaje
47|34|2|01/03/2025|05/03/2025|100|0.5||porcentaje
46|127|2|01/03/2025|05/03/2025|100|2||porcentaje
46|128|2|01/03/2025|05/03/2025|100|2||porcentaje
46|135|2|01/03/2025|05/03/2025|100|2||porcentaje
46|138|2|01/03/2025|05/03/2025|100|2||porcentaje
46|139|2|01/03/2025|05/03/2025|100|2.5||porcentaje
46|142|2|01/03/2025|05/03/2025|100|3||porcentaje
47|7|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|31|2|01/03/2025|05/03/2025|100|4||porcentaje
47|11|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|36|2|01/03/2025|05/03/2025|100|3.5||porcentaje
32|222|2|01/03/2025|05/03/2025|100|3.5||porcentaje
47|47|2|01/03/2025|05/03/2025|100|3.5||porcentaje
47|49|2|01/03/2025|05/03/2025|100|4||porcentaje
32|226|2|01/03/2025|05/03/2025|100|3||porcentaje
47|57|2|01/03/2025|05/03/2025|100|3.5||porcentaje
32|227|2|01/03/2025|05/03/2025|100|4||porcentaje
32|228|2|01/03/2025|05/03/2025|100|3.5||porcentaje
32|229|2|01/03/2025|05/03/2025|100|3.5||porcentaje
32|232|2|01/03/2025|05/03/2025|100|3||porcentaje
47|76|2|01/03/2025|05/03/2025|100|3.5||porcentaje
47|88|2|01/03/2025|05/03/2025|100|4||porcentaje
47|95|2|01/03/2025|05/03/2025|100|3||porcentaje
47|97|2|01/03/2025|05/03/2025|100|3||porcentaje
32|216|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|118|2|01/03/2025|05/03/2025|100|1.5||porcentaje
47|25|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|124|2|01/03/2025|05/03/2025|100|1.5||porcentaje
47|140|2|01/03/2025|05/03/2025|100|2||porcentaje
47|141|2|01/03/2025|05/03/2025|100|0.5||porcentaje
47|143|2|01/03/2025|05/03/2025|100|0.5||porcentaje
32|218|2|01/03/2025|05/03/2025|100|3||porcentaje
62|32|2|01/03/2025|05/03/2025|100|2.5||porcentaje
62|97|2|01/03/2025|05/03/2025|100|3||porcentaje
37|214|2|01/03/2025|05/03/2025|100|3||porcentaje
62|111|2|01/03/2025|05/03/2025|100|3.5||porcentaje
62|129|2|01/03/2025|05/03/2025|100|3.5||porcentaje
62|137|2|01/03/2025|05/03/2025|100|3||porcentaje
37|194|2|01/03/2025|05/03/2025|100|2.5||porcentaje
63|69|2|01/03/2025|05/03/2025|100|1.5||porcentaje
62|48|2|01/03/2025|05/03/2025|100|2.5||porcentaje
63|80|2|01/03/2025|05/03/2025|100|1.5||porcentaje
37|199|2|01/03/2025|05/03/2025|100|3||porcentaje
37|268|2|01/03/2025|05/03/2025|100|1.5||porcentaje
62|71|2|01/03/2025|05/03/2025|100|2||porcentaje
62|77|2|01/03/2025|05/03/2025|100|3||porcentaje
37|251|2|01/03/2025|05/03/2025|100|3.5||porcentaje
63|44|2|01/03/2025|05/03/2025|100|3.5||porcentaje
37|218|2|01/03/2025|05/03/2025|100|3||porcentaje
37|225|2|01/03/2025|05/03/2025|100|2.5||porcentaje
48|14|2|01/03/2025|05/03/2025|100|0.5||porcentaje
48|21|2|01/03/2025|05/03/2025|100|2||porcentaje
48|26|2|01/03/2025|05/03/2025|100|1||porcentaje
32|268|2|01/03/2025|05/03/2025|100|1||porcentaje
32|269|2|01/03/2025|05/03/2025|100|1.5||porcentaje
32|276|2|01/03/2025|05/03/2025|100|1.5||porcentaje
48|39|2|01/03/2025|05/03/2025|100|0.5||porcentaje
32|223|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|46|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|48|2|01/03/2025|05/03/2025|100|3||porcentaje
47|51|2|01/03/2025|05/03/2025|100|2||porcentaje
32|225|2|01/03/2025|05/03/2025|100|3||porcentaje
48|41|2|01/03/2025|05/03/2025|100|0.5||porcentaje
32|230|2|01/03/2025|05/03/2025|100|2||porcentaje
48|42|2|01/03/2025|05/03/2025|100|1||porcentaje
48|50|2|01/03/2025|05/03/2025|100|2||porcentaje
32|231|2|01/03/2025|05/03/2025|100|3||porcentaje
47|73|2|01/03/2025|05/03/2025|100|3||porcentaje
47|77|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|234|2|01/03/2025|05/03/2025|100|3||porcentaje
32|235|2|01/03/2025|05/03/2025|100|3||porcentaje
32|237|2|01/03/2025|05/03/2025|100|3||porcentaje
47|86|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|89|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|96|2|01/03/2025|05/03/2025|100|2||porcentaje
32|240|2|01/03/2025|05/03/2025|100|3||porcentaje
47|99|2|01/03/2025|05/03/2025|100|2||porcentaje
32|241|2|01/03/2025|05/03/2025|100|3||porcentaje
47|13|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|16|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|17|2|01/03/2025|05/03/2025|100|2||porcentaje
47|20|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|22|2|01/03/2025|05/03/2025|100|2.5||porcentaje
47|111|2|01/03/2025|05/03/2025|100|3.5||porcentaje
47|55|2|01/03/2025|05/03/2025|100|2.5||porcentaje
32|245|2|01/03/2025|05/03/2025|100|3.5||porcentaje
47|125|2|01/03/2025|05/03/2025|100|3||porcentaje
32|251|2|01/03/2025|05/03/2025|100|4||porcentaje
47|129|2|01/03/2025|05/03/2025|100|3.5||porcentaje
63|62|2|01/03/2025|05/03/2025|100|3||porcentaje
63|70|2|01/03/2025|05/03/2025|100|3.5||porcentaje
63|95|2|01/03/2025|05/03/2025|100|3||porcentaje
63|97|2|01/03/2025|05/03/2025|100|4||porcentaje
37|264|2|01/03/2025|05/03/2025|100|3.5||porcentaje
63|111|2|01/03/2025|05/03/2025|100|3.5||porcentaje
37|272|2|01/03/2025|05/03/2025|100|3.5||porcentaje
63|141|2|01/03/2025|05/03/2025|100|1||porcentaje
37|249|2|01/03/2025|05/03/2025|100|3||porcentaje
63|48|2|01/03/2025|05/03/2025|100|2.5||porcentaje
